record_id,plan_name,plan_category,age,gender,num_members,city_tier,state,bmi_category,smoke,has_pre_existing,annual_checkup,ncb_years,sum_insured,deductible,num_addons,addons_list,has_maternity,has_opd,policy_tenure,prev_insurer,annual_premium,gst_amount,total_premium
AHQ004475,Critical Illness,Specialty,54,Male,1,1,Odisha,Overweight,0,1,0,0,2500000,0,4,opd_cover|maternity|personal_accident|critical_illness_rider,1,1,2,Niva Bupa,333100.0,59958.0,393058.0
AHQ004476,Family Floater Basic,Family,21,Male,2,3,Andhra Pradesh,Normal,0,0,0,2,300000,0,2,hospital_cash|maternity,1,0,1,Niva Bupa,13700.0,2466.0,16166.0
AHQ004477,Individual Premium,Individual,19,Female,1,1,Kerala,Obese,0,0,0,1,750000,0,3,personal_accident|hospital_cash|critical_illness_rider,0,0,1,Bajaj Allianz,33200.0,5976.0,39176.0
AHQ004478,Family Floater Premium,Family,18,Female,3,2,Karnataka,Normal,0,0,1,0,2500000,0,4,dental_vision|opd_cover|international_cover|personal_accident,0,1,3,HDFC Ergo,274000.0,49320.0,323320.0
AHQ004479,Individual Basic,Individual,29,Male,1,2,Telangana,Normal,1,1,0,3,300000,5000,3,personal_accident|opd_cover|maternity,1,1,1,United India,12300.0,2214.0,14514.0
AHQ004480,Individual Premium,Individual,48,Female,1,2,Haryana,Overweight,0,0,0,3,750000,0,1,opd_cover,0,1,2,HDFC Ergo,63900.0,11502.0,75402.0
AHQ004481,Critical Illness,Specialty,53,Female,1,2,Gujarat,Normal,1,1,0,1,1000000,0,3,opd_cover|international_cover|hospital_cash,0,1,1,ACKO,83700.0,15066.0,98766.0
AHQ004482,Senior Citizen,Senior,60,Male,2,3,Andhra Pradesh,Normal,0,0,0,0,300000,0,4,hospital_cash|dental_vision|critical_illness_rider|international_cover,0,0,2,Care Health,142600.0,25668.0,168268.0
AHQ004483,Senior Citizen,Senior,70,Female,3,3,Punjab,Obese,1,0,0,2,750000,0,3,international_cover|critical_illness_rider|opd_cover,0,1,1,United India,205100.0,36918.0,242018.0
AHQ004484,Senior Citizen,Senior,60,Female,3,1,Punjab,Overweight,0,1,0,0,750000,5000,2,hospital_cash|dental_vision,0,0,3,Niva Bupa,592700.0,106686.0,699386.0
AHQ004485,Senior Citizen,Senior,65,Female,1,2,Haryana,Overweight,0,0,1,3,500000,5000,4,maternity|personal_accident|international_cover|opd_cover,1,1,1,Star Health,75700.0,13626.0,89326.0
AHQ004486,Family Floater Standard,Family,24,Male,3,1,Tamil Nadu,Overweight,0,0,0,2,300000,0,0,,0,0,3,ACKO,89300.0,16074.0,105374.0
AHQ004487,Family Floater Standard,Family,59,Female,4,3,Gujarat,Obese,0,0,1,4,750000,0,4,opd_cover|international_cover|hospital_cash|maternity,1,1,1,HDFC Ergo,94500.0,17010.0,111510.0
AHQ004488,Individual Standard,Individual,55,Female,1,1,Telangana,Normal,0,0,0,3,500000,0,4,personal_accident|dental_vision|opd_cover|maternity,1,1,1,United India,36400.0,6552.0,42952.0
AHQ004489,Super Top-Up,Specialty,54,Male,1,2,Uttar Pradesh,Obese,0,1,1,2,750000,0,1,hospital_cash,0,0,1,SBI Health,23100.0,4158.0,27258.0
AHQ004490,Individual Premium,Individual,57,Male,2,2,Haryana,Normal,0,1,1,0,2000000,25000,2,maternity|international_cover,1,0,1,SBI Health,127700.0,22986.0,150686.0
AHQ004491,Family Floater Basic,Family,56,Male,3,2,Haryana,Overweight,0,0,0,1,300000,0,3,maternity|critical_illness_rider|hospital_cash,1,0,1,Star Health,50900.0,9162.0,60062.0
AHQ004492,Individual Premium,Individual,35,Male,2,2,Rajasthan,Normal,0,0,1,5,2000000,0,4,critical_illness_rider|dental_vision|opd_cover|maternity,1,1,2,United India,109200.0,19656.0,128856.0
AHQ004493,Individual Standard,Individual,30,Female,1,3,Andhra Pradesh,Overweight,0,1,1,2,300000,0,1,personal_accident,0,0,1,HDFC Ergo,13400.0,2412.0,15812.0
AHQ004494,Family Floater Basic,Family,36,Male,3,2,Rajasthan,Normal,0,0,0,0,500000,5000,0,,0,0,1,Care Health,28900.0,5202.0,34102.0
AHQ004495,Family Floater Basic,Family,25,Female,3,2,Delhi,Overweight,1,0,0,4,500000,0,4,personal_accident|international_cover|critical_illness_rider|opd_cover,0,1,1,Star Health,30800.0,5544.0,36344.0
AHQ004496,Senior Citizen,Senior,64,Female,4,1,Andhra Pradesh,Obese,0,0,0,3,500000,0,4,critical_illness_rider|hospital_cash|international_cover|opd_cover,0,1,1,Care Health,190600.0,34308.0,224908.0
AHQ004497,Individual Premium,Individual,22,Male,2,3,Telangana,Overweight,0,0,0,0,2500000,5000,2,dental_vision|maternity,1,0,1,Star Health,68700.0,12366.0,81066.0
AHQ004498,Family Floater Premium,Family,57,Male,3,1,Kerala,Obese,0,0,0,1,1500000,5000,1,critical_illness_rider,0,0,3,Bajaj Allianz,485700.0,87426.0,573126.0
AHQ004499,Family Floater Basic,Family,52,Male,2,2,Telangana,Normal,0,1,0,3,500000,0,0,,0,0,2,ACKO,55700.0,10026.0,65726.0
AHQ004500,Critical Illness,Specialty,56,Female,1,1,Madhya Pradesh,Overweight,0,1,1,0,750000,0,3,critical_illness_rider|personal_accident|international_cover,0,0,1,Niva Bupa,98100.0,17658.0,115758.0
AHQ004501,Individual Standard,Individual,34,Male,1,1,Andhra Pradesh,Overweight,0,0,0,3,300000,10000,0,,0,0,1,Star Health,11500.0,2070.0,13570.0
AHQ004502,Senior Citizen,Senior,62,Female,3,1,Kerala,Obese,0,1,1,0,1000000,0,3,hospital_cash|international_cover|personal_accident,0,0,2,Care Health,527100.0,94878.0,621978.0
AHQ004503,Individual Premium,Individual,30,Male,2,2,Karnataka,Overweight,0,0,0,2,750000,25000,2,opd_cover|critical_illness_rider,0,1,2,HDFC Ergo,60800.0,10944.0,71744.0
AHQ004504,Family Floater Premium,Family,35,Female,4,1,Uttar Pradesh,Overweight,0,0,1,2,500000,10000,0,,0,0,1,ACKO,70400.0,12672.0,83072.0
AHQ004505,Family Floater Basic,Family,41,Male,5,2,Punjab,Overweight,0,0,1,0,500000,25000,2,hospital_cash|dental_vision,0,0,1,HDFC Ergo,43700.0,7866.0,51566.0
AHQ004506,Family Floater Premium,Family,32,Male,5,2,Uttar Pradesh,Overweight,1,0,0,4,1500000,5000,0,,0,0,3,Bajaj Allianz,276700.0,49806.0,326506.0
AHQ004507,Senior Citizen,Senior,71,Male,2,3,Andhra Pradesh,Normal,0,0,0,1,300000,50000,1,international_cover,0,0,2,Care Health,116800.0,21024.0,137824.0
AHQ004508,Senior Citizen,Senior,67,Male,1,2,West Bengal,Overweight,0,0,0,0,500000,10000,2,hospital_cash|maternity,1,0,1,Bajaj Allianz,88300.0,15894.0,104194.0
AHQ004509,Family Floater Premium,Family,34,Female,4,2,Madhya Pradesh,Normal,0,0,1,2,2000000,10000,2,maternity|personal_accident,1,0,1,Star Health,77000.0,13860.0,90860.0
AHQ004510,Individual Standard,Individual,43,Male,2,1,Madhya Pradesh,Overweight,0,1,0,1,750000,0,4,international_cover|dental_vision|maternity|personal_accident,1,0,1,HDFC Ergo,56500.0,10170.0,66670.0
AHQ004511,Family Floater Premium,Family,58,Male,3,3,Delhi,Overweight,0,0,0,3,2500000,5000,3,international_cover|personal_accident|maternity,1,0,3,United India,435700.0,78426.0,514126.0
AHQ004512,Family Floater Premium,Family,54,Male,3,2,Rajasthan,Obese,1,0,0,2,2500000,0,4,personal_accident|opd_cover|dental_vision|international_cover,0,1,1,Star Health,214800.0,38664.0,253464.0
AHQ004513,Senior Citizen,Senior,69,Male,4,3,Odisha,Normal,0,0,1,1,750000,5000,0,,0,0,1,Niva Bupa,142400.0,25632.0,168032.0
AHQ004514,Senior Citizen,Senior,68,Female,3,1,Andhra Pradesh,Normal,0,0,1,0,500000,0,0,,0,0,1,SBI Health,140100.0,25218.0,165318.0
AHQ004515,Family Floater Standard,Family,41,Female,4,3,Tamil Nadu,Obese,0,0,0,3,1000000,5000,0,,0,0,2,SBI Health,115200.0,20736.0,135936.0
AHQ004516,Senior Citizen,Senior,62,Male,1,1,Tamil Nadu,Normal,1,0,0,1,750000,0,1,maternity,1,0,1,Care Health,81700.0,14706.0,96406.0
AHQ004517,Individual Basic,Individual,40,Female,1,3,West Bengal,Normal,0,0,0,3,500000,10000,0,,0,0,1,Care Health,8500.0,1530.0,10030.0
AHQ004518,Senior Citizen,Senior,64,Female,2,3,Andhra Pradesh,Normal,1,0,1,2,500000,0,2,critical_illness_rider|opd_cover,0,1,1,ACKO,79000.0,14220.0,93220.0
AHQ004519,Individual Standard,Individual,35,Female,1,1,Punjab,Normal,0,0,0,1,300000,10000,0,,0,0,3,ACKO,38300.0,6894.0,45194.0
AHQ004520,Senior Citizen,Senior,60,Female,4,3,Telangana,Normal,0,0,0,0,300000,0,0,,0,0,2,Niva Bupa,165900.0,29862.0,195762.0
AHQ004521,Family Floater Premium,Family,52,Female,4,3,Uttar Pradesh,Normal,0,0,0,2,500000,10000,0,,0,0,1,Star Health,67400.0,12132.0,79532.0
AHQ004522,Individual Premium,Individual,41,Male,1,1,Telangana,Overweight,0,0,0,1,1000000,0,1,dental_vision,0,0,1,Star Health,42400.0,7632.0,50032.0
AHQ004523,Family Floater Standard,Family,38,Female,3,2,Haryana,Overweight,0,0,1,0,500000,0,0,,0,0,1,Bajaj Allianz,44000.0,7920.0,51920.0
AHQ004524,Individual Premium,Individual,52,Female,2,3,Haryana,Overweight,0,1,1,4,300000,50000,0,,0,0,1,Niva Bupa,24500.0,4410.0,28910.0
AHQ004525,Critical Illness,Specialty,59,Female,1,2,Andhra Pradesh,Overweight,0,0,0,1,2500000,50000,4,hospital_cash|dental_vision|international_cover|maternity,1,0,1,Niva Bupa,119500.0,21510.0,141010.0
AHQ004526,Individual Standard,Individual,46,Male,1,2,Odisha,Normal,0,0,1,1,750000,0,0,,0,0,1,United India,25100.0,4518.0,29618.0
AHQ004527,Senior Citizen,Senior,60,Male,2,1,West Bengal,Overweight,1,0,0,5,750000,5000,4,international_cover|personal_accident|maternity|hospital_cash,1,0,2,SBI Health,229200.0,41256.0,270456.0
AHQ004528,Senior Citizen,Senior,69,Male,5,1,Delhi,Obese,0,0,0,0,300000,25000,1,dental_vision,0,0,2,Care Health,411200.0,74016.0,485216.0
AHQ004529,Family Floater Basic,Family,47,Female,4,1,Rajasthan,Normal,1,0,0,2,300000,0,1,dental_vision,0,0,1,Bajaj Allianz,54100.0,9738.0,63838.0
AHQ004530,Individual Standard,Individual,38,Male,1,1,Kerala,Normal,0,0,1,0,1000000,0,2,critical_illness_rider|hospital_cash,0,0,1,ACKO,29900.0,5382.0,35282.0
AHQ004531,Senior Citizen,Senior,67,Female,1,2,Delhi,Overweight,0,0,1,0,500000,0,2,hospital_cash|critical_illness_rider,0,0,1,ACKO,85500.0,15390.0,100890.0
AHQ004532,Senior Citizen,Senior,62,Male,3,1,Gujarat,Overweight,0,1,0,2,300000,10000,2,international_cover|critical_illness_rider,0,0,1,Bajaj Allianz,129700.0,23346.0,153046.0
AHQ004533,Family Floater Standard,Family,34,Male,2,1,Tamil Nadu,Normal,0,0,1,0,300000,0,0,,0,0,1,Star Health,24900.0,4482.0,29382.0
AHQ004534,Individual Standard,Individual,58,Female,1,2,Madhya Pradesh,Overweight,1,0,1,4,300000,0,1,hospital_cash,0,0,1,ACKO,29100.0,5238.0,34338.0
AHQ004535,Family Floater Premium,Family,25,Female,3,2,Haryana,Obese,0,1,1,2,500000,5000,1,opd_cover,0,1,1,Star Health,66500.0,11970.0,78470.0
AHQ004536,Family Floater Standard,Family,39,Female,4,1,Gujarat,Overweight,0,0,0,1,500000,0,3,critical_illness_rider|personal_accident|hospital_cash,0,0,1,Care Health,68200.0,12276.0,80476.0
AHQ004537,Individual Premium,Individual,48,Female,1,2,Karnataka,Normal,0,0,0,0,1500000,0,4,maternity|personal_accident|international_cover|dental_vision,1,0,1,Care Health,59800.0,10764.0,70564.0
AHQ004538,Senior Citizen,Senior,74,Female,1,3,Haryana,Normal,0,0,1,3,750000,0,4,personal_accident|dental_vision|hospital_cash|international_cover,0,0,2,HDFC Ergo,136300.0,24534.0,160834.0
AHQ004539,Individual Premium,Individual,49,Female,2,1,West Bengal,Obese,1,0,1,3,300000,0,4,hospital_cash|dental_vision|international_cover|opd_cover,0,1,1,Star Health,66500.0,11970.0,78470.0
AHQ004540,Senior Citizen,Senior,72,Female,1,1,Madhya Pradesh,Overweight,0,0,0,0,500000,25000,2,opd_cover|dental_vision,0,1,1,Bajaj Allianz,88700.0,15966.0,104666.0
AHQ004541,Senior Citizen,Senior,68,Female,1,2,Uttar Pradesh,Overweight,0,1,1,0,750000,0,3,dental_vision|international_cover|opd_cover,0,1,2,HDFC Ergo,242700.0,43686.0,286386.0
AHQ004542,Senior Citizen,Senior,60,Male,2,2,Delhi,Normal,0,0,1,2,300000,0,3,personal_accident|international_cover|dental_vision,0,0,2,Star Health,124200.0,22356.0,146556.0
AHQ004543,Senior Citizen,Senior,70,Female,1,1,Karnataka,Normal,0,0,0,2,1000000,10000,0,,0,0,1,Star Health,99000.0,17820.0,116820.0
AHQ004544,Individual Standard,Individual,24,Female,1,2,Gujarat,Normal,0,0,0,0,750000,0,0,,0,0,1,Care Health,18100.0,3258.0,21358.0
AHQ004545,Family Floater Standard,Family,39,Female,2,3,Gujarat,Normal,1,0,1,0,500000,10000,0,,0,0,1,SBI Health,31900.0,5742.0,37642.0
AHQ004546,Family Floater Premium,Family,28,Female,4,2,Uttar Pradesh,Normal,1,0,1,1,2000000,10000,2,dental_vision|critical_illness_rider,0,0,1,SBI Health,99500.0,17910.0,117410.0
AHQ004547,Family Floater Standard,Family,30,Male,3,2,Madhya Pradesh,Obese,0,0,1,0,750000,0,2,maternity|opd_cover,1,1,2,United India,100100.0,18018.0,118118.0
AHQ004548,Individual Standard,Individual,37,Male,1,1,Rajasthan,Obese,1,0,0,2,750000,0,2,hospital_cash|critical_illness_rider,0,0,1,SBI Health,38100.0,6858.0,44958.0
AHQ004549,Individual Standard,Individual,35,Female,2,3,Rajasthan,Overweight,0,0,0,2,500000,0,4,dental_vision|maternity|critical_illness_rider|opd_cover,1,1,1,Care Health,25100.0,4518.0,29618.0
AHQ004550,Senior Citizen,Senior,72,Male,5,2,Delhi,Overweight,0,1,0,0,500000,0,3,critical_illness_rider|personal_accident|opd_cover,0,1,2,Star Health,569700.0,102546.0,672246.0
AHQ004551,Family Floater Standard,Family,34,Male,4,2,Tamil Nadu,Obese,1,1,0,0,500000,0,3,personal_accident|critical_illness_rider|opd_cover,0,1,1,United India,87200.0,15696.0,102896.0
AHQ004552,Senior Citizen,Senior,62,Male,1,3,Rajasthan,Normal,0,0,1,0,1000000,0,1,hospital_cash,0,0,1,United India,62400.0,11232.0,73632.0
AHQ004553,Family Floater Basic,Family,20,Male,2,2,Punjab,Overweight,0,0,0,1,300000,0,2,maternity|critical_illness_rider,1,0,1,Niva Bupa,17300.0,3114.0,20414.0
AHQ004554,Family Floater Basic,Family,34,Female,3,3,West Bengal,Normal,0,0,0,0,500000,0,0,,0,0,2,Care Health,39000.0,7020.0,46020.0
AHQ004555,Family Floater Standard,Family,45,Male,3,1,Andhra Pradesh,Overweight,0,1,1,2,750000,50000,0,,0,0,1,Bajaj Allianz,59500.0,10710.0,70210.0
AHQ004556,Senior Citizen,Senior,73,Female,4,2,Maharashtra,Normal,0,0,1,2,1000000,0,1,opd_cover,0,1,1,ACKO,183000.0,32940.0,215940.0
AHQ004557,Individual Premium,Individual,49,Male,2,1,West Bengal,Overweight,1,0,1,1,1500000,5000,3,critical_illness_rider|maternity|opd_cover,1,1,1,ACKO,120600.0,21708.0,142308.0
AHQ004558,Family Floater Basic,Family,37,Male,3,3,Kerala,Overweight,0,0,1,0,500000,5000,4,hospital_cash|critical_illness_rider|opd_cover|international_cover,0,1,3,Niva Bupa,87400.0,15732.0,103132.0
AHQ004559,Individual Standard,Individual,31,Male,1,1,Kerala,Obese,1,0,1,1,750000,0,0,,0,0,1,SBI Health,28700.0,5166.0,33866.0
AHQ004560,Family Floater Premium,Family,44,Male,3,2,Karnataka,Overweight,1,0,0,2,750000,25000,0,,0,0,3,Star Health,183500.0,33030.0,216530.0
AHQ004561,Senior Citizen,Senior,62,Male,2,2,Uttar Pradesh,Normal,0,0,0,2,500000,50000,4,dental_vision|maternity|international_cover|critical_illness_rider,1,0,1,United India,67400.0,12132.0,79532.0
AHQ004562,Family Floater Premium,Family,40,Female,5,2,Odisha,Obese,0,0,0,4,2500000,5000,2,dental_vision|hospital_cash,0,0,1,United India,155400.0,27972.0,183372.0
AHQ004563,Family Floater Premium,Family,29,Male,5,2,Rajasthan,Normal,1,0,0,1,1000000,0,0,,0,0,1,Bajaj Allianz,87300.0,15714.0,103014.0
AHQ004564,Senior Citizen,Senior,73,Male,4,3,Kerala,Obese,1,0,1,0,500000,5000,3,opd_cover|personal_accident|critical_illness_rider,0,1,1,SBI Health,245700.0,44226.0,289926.0
AHQ004565,Individual Premium,Individual,45,Female,2,2,Maharashtra,Overweight,0,0,0,2,1000000,0,0,,0,0,1,United India,61600.0,11088.0,72688.0
AHQ004566,Family Floater Basic,Family,54,Female,4,3,Andhra Pradesh,Normal,0,0,1,0,300000,10000,1,opd_cover,0,1,1,ACKO,30800.0,5544.0,36344.0
AHQ004567,Individual Standard,Individual,31,Female,2,3,Kerala,Obese,0,1,1,4,300000,0,2,hospital_cash|maternity,1,0,3,United India,52400.0,9432.0,61832.0
AHQ004568,Individual Standard,Individual,56,Female,2,2,Kerala,Obese,0,0,0,3,750000,10000,4,dental_vision|hospital_cash|maternity|critical_illness_rider,1,0,1,SBI Health,61900.0,11142.0,73042.0
AHQ004569,Family Floater Standard,Family,58,Female,5,2,Gujarat,Overweight,0,0,1,0,300000,5000,1,personal_accident,0,0,2,United India,187100.0,33678.0,220778.0
AHQ004570,Individual Standard,Individual,39,Male,1,1,Gujarat,Obese,0,0,0,0,1000000,25000,1,critical_illness_rider,0,0,1,SBI Health,32200.0,5796.0,37996.0
AHQ004571,Individual Standard,Individual,25,Male,1,1,Maharashtra,Obese,1,0,1,1,500000,0,3,personal_accident|international_cover|critical_illness_rider,0,0,1,United India,27400.0,4932.0,32332.0
AHQ004572,Senior Citizen,Senior,64,Female,5,2,Punjab,Overweight,0,0,0,3,300000,0,1,personal_accident,0,0,2,ACKO,252000.0,45360.0,297360.0
AHQ004573,Senior Citizen,Senior,65,Female,2,2,Delhi,Normal,0,0,1,2,300000,0,0,,0,0,1,HDFC Ergo,80900.0,14562.0,95462.0
AHQ004574,Family Floater Basic,Family,31,Male,2,3,Rajasthan,Overweight,0,0,1,2,300000,0,0,,0,0,2,HDFC Ergo,26100.0,4698.0,30798.0
AHQ004575,Critical Illness,Specialty,33,Male,1,1,Kerala,Normal,0,0,1,3,500000,10000,3,maternity|dental_vision|hospital_cash,1,0,2,Bajaj Allianz,48300.0,8694.0,56994.0
AHQ004576,Senior Citizen,Senior,73,Female,2,2,Haryana,Obese,1,0,1,1,300000,10000,3,critical_illness_rider|maternity|hospital_cash,1,0,2,HDFC Ergo,252600.0,45468.0,298068.0
AHQ004577,Senior Citizen,Senior,71,Male,2,1,Delhi,Overweight,0,1,0,4,300000,10000,4,opd_cover|critical_illness_rider|dental_vision|hospital_cash,0,1,1,Star Health,125800.0,22644.0,148444.0
AHQ004578,Senior Citizen,Senior,65,Male,3,2,Tamil Nadu,Normal,0,0,0,0,500000,25000,0,,0,0,1,Star Health,105800.0,19044.0,124844.0
AHQ004579,Family Floater Premium,Family,30,Male,3,1,Odisha,Overweight,0,0,1,1,1000000,0,2,maternity|international_cover,1,0,1,Care Health,69000.0,12420.0,81420.0
AHQ004580,Family Floater Premium,Family,35,Female,3,2,Punjab,Obese,0,0,0,2,1500000,0,2,critical_illness_rider|opd_cover,0,1,2,United India,181100.0,32598.0,213698.0
AHQ004581,Senior Citizen,Senior,73,Female,3,3,Odisha,Normal,0,0,0,2,1000000,0,3,dental_vision|critical_illness_rider|opd_cover,0,1,1,Care Health,169400.0,30492.0,199892.0
AHQ004582,Senior Citizen,Senior,64,Male,1,2,Gujarat,Overweight,0,1,1,2,300000,50000,2,maternity|opd_cover,1,1,1,HDFC Ergo,49200.0,8856.0,58056.0
AHQ004583,Family Floater Basic,Family,20,Female,2,2,Telangana,Normal,0,0,0,1,500000,0,1,hospital_cash,0,0,1,Bajaj Allianz,17100.0,3078.0,20178.0
AHQ004584,Family Floater Basic,Family,52,Male,4,2,Delhi,Normal,0,1,1,1,500000,25000,1,critical_illness_rider,0,0,1,Bajaj Allianz,51000.0,9180.0,60180.0
AHQ004585,Critical Illness,Specialty,25,Female,1,3,Delhi,Overweight,0,0,1,3,750000,0,1,dental_vision,0,0,1,SBI Health,23900.0,4302.0,28202.0
AHQ004586,Senior Citizen,Senior,68,Female,3,2,Odisha,Normal,0,0,0,0,750000,0,4,dental_vision|hospital_cash|opd_cover|personal_accident,0,1,2,Niva Bupa,332500.0,59850.0,392350.0
AHQ004587,Individual Basic,Individual,56,Male,1,1,Karnataka,Normal,0,0,1,0,300000,0,2,opd_cover|hospital_cash,0,1,2,United India,42300.0,7614.0,49914.0
AHQ004588,Individual Premium,Individual,42,Male,1,1,Uttar Pradesh,Normal,0,0,0,3,750000,10000,1,opd_cover,0,1,1,Bajaj Allianz,28100.0,5058.0,33158.0
AHQ004589,Super Top-Up,Specialty,31,Female,1,3,Tamil Nadu,Normal,0,0,0,3,1500000,5000,2,hospital_cash|maternity,1,0,1,Niva Bupa,11800.0,2124.0,13924.0
AHQ004590,Individual Standard,Individual,48,Male,1,1,Karnataka,Overweight,0,0,1,3,1000000,0,3,critical_illness_rider|maternity|personal_accident,1,0,2,ACKO,72300.0,13014.0,85314.0
AHQ004591,Senior Citizen,Senior,67,Male,2,1,Karnataka,Normal,1,1,1,3,500000,5000,0,,0,0,1,ACKO,130100.0,23418.0,153518.0
AHQ004592,Individual Basic,Individual,40,Female,1,2,Maharashtra,Normal,0,0,0,3,300000,0,4,maternity|international_cover|personal_accident|hospital_cash,1,0,1,United India,10100.0,1818.0,11918.0
AHQ004593,Senior Citizen,Senior,65,Male,1,3,Telangana,Overweight,0,0,0,2,750000,0,3,opd_cover|critical_illness_rider|hospital_cash,0,1,1,SBI Health,83400.0,15012.0,98412.0
AHQ004594,Family Floater Standard,Family,38,Male,2,2,Odisha,Normal,0,0,1,1,750000,0,2,international_cover|personal_accident,0,0,3,SBI Health,100800.0,18144.0,118944.0
AHQ004595,Family Floater Basic,Family,34,Female,5,3,Punjab,Normal,0,0,0,3,500000,0,2,international_cover|critical_illness_rider,0,0,2,Care Health,54100.0,9738.0,63838.0
AHQ004596,Family Floater Premium,Family,49,Male,3,1,West Bengal,Overweight,1,1,1,1,750000,0,3,dental_vision|maternity|international_cover,1,0,1,ACKO,161000.0,28980.0,189980.0
AHQ004597,Family Floater Premium,Family,34,Female,3,1,Telangana,Overweight,1,0,0,1,2000000,0,0,,0,0,1,Care Health,110400.0,19872.0,130272.0
AHQ004598,Senior Citizen,Senior,71,Female,4,1,Odisha,Overweight,0,0,0,1,1000000,0,3,personal_accident|hospital_cash|international_cover,0,0,1,HDFC Ergo,319200.0,57456.0,376656.0
AHQ004599,Individual Premium,Individual,49,Female,2,1,Delhi,Overweight,1,0,0,5,750000,0,2,hospital_cash|opd_cover,0,1,1,Bajaj Allianz,62000.0,11160.0,73160.0
AHQ004600,Family Floater Standard,Family,21,Male,2,2,Karnataka,Overweight,0,0,0,3,500000,0,0,,0,0,1,ACKO,22500.0,4050.0,26550.0
AHQ004601,Family Floater Basic,Family,47,Male,4,2,Madhya Pradesh,Overweight,1,0,1,1,300000,5000,4,opd_cover|dental_vision|international_cover|maternity,1,1,1,ACKO,55800.0,10044.0,65844.0
AHQ004602,Individual Premium,Individual,39,Male,2,1,Madhya Pradesh,Overweight,1,0,1,2,2500000,0,3,dental_vision|hospital_cash|maternity,1,0,2,Bajaj Allianz,231700.0,41706.0,273406.0
AHQ004603,Family Floater Basic,Family,28,Male,4,1,Haryana,Obese,0,0,1,0,500000,5000,1,maternity,1,0,1,Bajaj Allianz,42900.0,7722.0,50622.0
AHQ004604,Family Floater Premium,Family,50,Female,4,2,Delhi,Normal,1,0,0,1,2000000,25000,3,maternity|dental_vision|critical_illness_rider,1,0,1,ACKO,175800.0,31644.0,207444.0
AHQ004605,Family Floater Basic,Family,30,Female,2,2,Tamil Nadu,Obese,0,0,0,2,500000,5000,3,opd_cover|critical_illness_rider|hospital_cash,0,1,2,Niva Bupa,46100.0,8298.0,54398.0
AHQ004606,Family Floater Standard,Family,18,Male,3,3,Maharashtra,Normal,0,0,0,0,1000000,0,0,,0,0,1,SBI Health,38600.0,6948.0,45548.0
AHQ004607,Family Floater Premium,Family,41,Female,5,2,Gujarat,Overweight,0,1,0,0,1000000,0,1,hospital_cash,0,0,1,United India,136400.0,24552.0,160952.0
AHQ004608,Family Floater Standard,Family,51,Male,3,2,Kerala,Overweight,0,0,1,5,300000,0,4,personal_accident|hospital_cash|dental_vision|critical_illness_rider,0,0,1,Care Health,46500.0,8370.0,54870.0
AHQ004609,Individual Standard,Individual,59,Male,1,2,Uttar Pradesh,Normal,1,1,0,1,300000,0,1,international_cover,0,0,2,HDFC Ergo,65800.0,11844.0,77644.0
AHQ004610,Family Floater Basic,Family,40,Female,5,3,Madhya Pradesh,Normal,0,1,0,2,500000,5000,3,opd_cover|personal_accident|dental_vision,0,1,2,Star Health,84300.0,15174.0,99474.0
AHQ004611,Family Floater Standard,Family,22,Female,2,1,Maharashtra,Overweight,0,0,1,0,750000,0,3,personal_accident|critical_illness_rider|maternity,1,0,2,Care Health,82400.0,14832.0,97232.0
AHQ004612,Individual Premium,Individual,43,Male,2,1,Uttar Pradesh,Overweight,1,1,0,1,2500000,5000,4,opd_cover|maternity|personal_accident|international_cover,1,1,2,Care Health,348000.0,62640.0,410640.0
AHQ004613,Individual Premium,Individual,22,Female,1,3,Haryana,Normal,0,0,1,0,1000000,10000,1,hospital_cash,0,0,3,SBI Health,63700.0,11466.0,75166.0
AHQ004614,Senior Citizen,Senior,60,Male,3,2,Delhi,Overweight,0,0,0,5,750000,25000,3,hospital_cash|critical_illness_rider|international_cover,0,0,3,ACKO,286000.0,51480.0,337480.0
AHQ004615,Senior Citizen,Senior,66,Male,1,1,Gujarat,Obese,0,0,0,0,750000,0,3,maternity|dental_vision|personal_accident,1,0,3,ACKO,382300.0,68814.0,451114.0
AHQ004616,Critical Illness,Specialty,45,Female,1,2,Madhya Pradesh,Normal,0,0,1,3,2500000,5000,4,personal_accident|hospital_cash|international_cover|critical_illness_rider,0,0,1,HDFC Ergo,87000.0,15660.0,102660.0
AHQ004617,Family Floater Standard,Family,46,Female,2,1,Andhra Pradesh,Normal,0,0,0,2,750000,5000,0,,0,0,1,ACKO,48200.0,8676.0,56876.0
AHQ004618,Family Floater Basic,Family,57,Female,2,1,Gujarat,Normal,1,0,1,5,300000,0,1,critical_illness_rider,0,0,1,Care Health,34800.0,6264.0,41064.0
AHQ004619,Individual Premium,Individual,45,Female,1,2,Kerala,Normal,0,0,0,0,300000,0,3,hospital_cash|opd_cover|maternity,1,1,1,Care Health,28000.0,5040.0,33040.0
AHQ004620,Individual Standard,Individual,24,Male,2,1,Haryana,Normal,0,0,1,0,750000,50000,1,maternity,1,0,1,United India,21300.0,3834.0,25134.0
AHQ004621,Senior Citizen,Senior,69,Male,2,3,Tamil Nadu,Normal,1,0,0,0,1000000,5000,3,hospital_cash|personal_accident|critical_illness_rider,0,0,2,Bajaj Allianz,292000.0,52560.0,344560.0
